1000 3453
585 375 3076
585 391 3835
585 946 4371
586 354 4493
586 318 3891
587 559 3186
587 900 3045
587 685 6026
588 71 3529
588 201 2994
588 277 4551
588 308 3481
589 62 3594
589 939 4465
590 714 4637
590 734 5008
592 279 7426
592 360 4255
592 762 3542
592 882 3778
593 281 4965
594 266 1856
595 307 3123
595 623 4345
595 928 3165
596 156 2440
597 145 3374
597 300 2239
597 803 965
598 490 5501
598 768 5573
598 784 4723
599 131 4348
599 147 3639
600 70 3972
600 401 4984
600 921 6079
601 368 4584
601 398 3038
601 497 2641
601 543 5384
601 757 4785
601 912 5152
602 120 5801
602 490 5935
602 598 3680
603 178 3574
603 240 4657
603 675 1579
603 857 5230
604 24 6018
604 56 1902
604 437 1469
604 489 2997
604 860 4552
605 53 1413
605 214 3986
605 365 4384
605 471 3102
605 523 1916
606 2 4929
606 876 4549
606 901 5172
607 408 2355
607 434 3789
607 944 4826
608 102 5477
608 274 4040
609 112 5676
610 526 4694
610 662 8725
610 914 6415
611 7 4315
611 404 7563
611 718 6039
611 827 1129
611 994 5065
612 105 4251
612 506 1133
613 164 2386
613 482 4763
613 540 2972
613 805 4304
613 842 1278
614 273 3027
614 503 3538
614 593 5373
614 692 4914
615 608 3320
615 672 2475
616 121 2443
616 741 2683
616 849 4685
617 141 3545
617 201 4007
617 726 4329
618 16 4125
618 75 5311
618 877 3362
618 935 5267
619 2 6040
619 165 7047
619 173 5930
619 221 3228
619 637 6860
619 875 6188
620 329 5919
620 360 2036
620 395 21212
620 698 2777
620 780 6035
621 250 2498
621 586 4724
621 609 5984
622 153 5897
622 482 5055
622 591 4516
622 908 2913
623 333 3811
623 115 1799
623 770 4558
623 839 1829
624 397 3707
624 683 4644
625 324 2469
625 511 5232
626 214 3251
626 225 4601
626 453 1082
626 523 5159
626 132 6027
626 953 2785
627 35 1836
627 102 2972
627 208 1345
627 410 3374
627 617 6172
627 790 2263
628 31 335
628 348 2162
628 556 5222
628 647 4467
628 703 2025
628 916 3528
629 373 5595
629 397 5048
629 624 1485
629 683 3540
629 852 5228
629 907 5535
629 978 3397
629 988 2845
630 470 2659
630 517 2865
630 704 2699
630 764 5890
630 808 1982
630 964 9001
631 514 3635
631 705 4325
631 876 5766
631 885 4990
631 925 6300
632 491 4420
632 743 3943
633 916 3737
634 976 2093
635 43 4738
635 240 2548
635 603 7163
635 953 5977
636 15 5616
636 500 4874
637 421 1370
637 875 1981
638 52 3054
638 56 3421
638 106 4366
638 161 3780
638 437 4237
638 604 5227
639 433 4913
639 487 6250
639 521 2500
639 544 967
640 947 6429
641 114 399
641 234 2578
641 866 5376
642 474 3892
643 255 6256
643 284 3999
643 539 5126
643 231 8807
643 666 4910
643 834 6428
644 213 1870
644 423 2391
644 846 2318
645 484 2671
645 595 4058
646 567 6072
647 31 4155
647 426 4065
647 146 5251
647 810 4202
648 612 3235
648 695 2224
648 972 5230
649 40 4850
649 85 4889
649 490 525
649 958 5074
650 93 3472
650 234 3899
651 335 1650
651 406 3900
651 469 1001
651 514 1788
651 216 5575
651 737 2796
651 885 1348
652 965 6736
653 159 2857
653 534 4580
653 685 3938
653 806 2970
653 818 5818
654 159 3431
654 587 1447
654 900 4191
655 87 3387
655 181 4892
656 192 2206
656 336 3124
656 688 1436
656 699 4642
656 719 3399
656 825 4328
657 38 1618
657 590 4883
658 414 1510
658 489 2364
658 691 2960
659 89 5870
659 116 3308
659 140 2548
659 551 6086
659 677 3163
660 423 3707
660 644 5487
660 749 4358
660 859 3262
660 967 3553
661 17 1324
661 48 3413
661 456 5776
662 111 3479
662 251 4920
663 136 7134
663 206 3186
663 270 3098
663 877 6035
664 614 5555
664 768 4531
664 856 5576
665 193 3492
665 237 1100
666 36 2784
666 256 3452
667 289 2132
667 754 3824
667 774 4612
667 917 5638
668 504 4537
668 536 3843
668 576 3918
668 28 6375
668 792 5495
669 341 5180
670 34 3492
670 520 891
670 566 1796
670 811 2533
671 261 883
672 11 3730
672 311 5265
672 353 5162
673 33 1796
673 148 3890
674 96 4865
674 175 5424
674 413 3104
675 43 1449
675 178 2478
675 225 5434
675 240 3415
675 546 4709
676 414 3097
676 489 2102
676 658 1693
676 691 4646
677 140 872
677 155 5700
678 101 3358
678 247 2055
678 276 4200
678 547 4710
678 999 3031
679 809 1587
680 746 2003
680 833 4291
681 282 5151
681 458 2689
681 665 4610
682 212 1416
682 387 4501
683 395 4048
683 697 3302
684 574 4998
684 820 1693
685 549 6118
685 559 5224
685 993 5679
686 25 4426
686 213 4621
686 423 1415
686 510 6941
686 530 3740
686 644 3041
686 660 4743
686 731 1726
686 749 1961
687 78 4093
687 260 2117
687 265 2115
687 295 3631
687 441 4107
687 513 3783
687 797 4419
688 332 4143
688 336 2037
688 387 4189
689 358 5123
690 58 5219
690 70 1988
690 317 2048
690 910 2433
690 961 3966
691 414 1672
691 440 1416
691 772 2662
692 209 1993
692 273 3950
692 555 5394
693 105 2148
693 184 2546
693 506 5039
693 612 4191
695 95 4862
695 612 2209
695 972 3673
696 78 3527
696 734 2530
696 813 4571
697 8 3545
697 886 4056
698 239 3546
698 279 7169
698 329 3428
698 363 5169
698 882 4235
699 192 3716
699 332 831
699 688 3812
699 336 5045
699 719 1708
699 930 3354
700 137 2758
700 189 4284
701 204 2321
701 282 3054
701 422 1739
701 727 5179
701 874 3280
702 387 3280
702 464 1416
702 975 5007
703 528 2206
703 960 2391
704 470 706
705 791 2983
705 876 4947
705 715 3493
706 151 5390
706 271 1328
706 577 4781
706 957 3941
707 129 1100
707 655 4393
707 684 4981
707 767 2158
708 1 4078
708 37 4164
708 294 3553
708 420 4650
708 776 4676
709 15 4419
709 233 4710
709 590 2406
709 714 3175
709 851 2315
710 463 4396
710 563 3277
710 744 4359
710 794 3176
711 149 1332
711 217 4375
711 704 4710
712 398 2472
712 421 3652
712 476 1937
712 497 3726
713 489 3136
713 563 3036
713 772 251
714 500 1259
714 851 1012
714 864 4960
714 996 3209
715 478 5108
715 606 4949
715 876 2423
716 34 30127
717 541 5257
717 642 5210
717 720 3508
717 828 3310
717 850 3743
718 243 4761
718 268 3498
718 994 1171
719 336 3338
719 583 5318
719 825 1002
719 924 3642
719 930 2807
720 537 1279
720 541 1749
720 850 5518
720 918 3588
721 89 4172
721 140 4072
721 418 4500
721 551 5045
721 677 4728
722 111 4120
722 526 2713
722 610 3589
722 662 5136
722 980 3399
723 920 4688
723 941 5807
723 984 5220
724 68 3073
724 878 4480
724 993 5648
725 21 2914
725 179 2148
725 684 1761
725 694 4860
725 574 6690
726 412 4130
726 700 1585
727 46 3752
727 282 4010
727 422 3452
727 616 4868
728 573 646
728 755 4044
729 18 1177
729 751 4680
730 371 1348
730 520 3270
730 566 3979
730 862 3229
730 909 2995
731 25 4157
731 859 5197
732 777 2380
732 942 7386
733 736 4628
733 966 2531
734 334 770
734 657 4623
734 344 9771
734 998 4702
735 330 6207
735 608 5174
736 4 3942
736 298 3948
736 322 4239
737 450 1251
737 469 3721
737 514 1492
737 561 1543
737 631 3432
737 411 6448
737 791 5514
738 81 2493
738 108 3138
738 501 2272
739 260 4124
739 687 2036
740 495 1540
740 557 3134
740 597 3078
740 816 2176
740 838 2283
740 964 3476
741 669 4954
741 858 2305
742 630 4697
742 740 3592
742 816 2980
743 437 4517
743 571 4104
743 604 3162
743 483 4449
743 755 4446
743 787 3061
743 860 1450
744 9 3165
744 389 3447
744 491 2944
745 442 7326
745 691 4093
745 772 3812
745 832 2196
746 818 5182
746 833 2692
746 895 3099
747 109 5114
747 145 3922
747 148 3240
747 186 4431
747 217 5420
747 896 4550
748 97 2280
748 169 3074
748 207 7166
748 444 5384
748 640 2850
749 213 2671
749 510 7375
749 644 1373
749 731 3682
749 846 2113
750 624 1352
751 18 3808
751 217 4567
751 12 4882
751 862 3068
751 868 2450
752 342 2792
752 537 8675
752 877 4081
753 50 586
753 341 5948
753 564 6197
753 585 5696
753 936 6580
753 940 5474
754 133 3900
754 774 3851
754 809 4676
754 866 3346
754 917 2730
755 571 358
755 573 3559
755 106 9609
756 87 5426
756 190 5578
756 633 1919
756 888 5449
757 83 2714
757 421 5240
757 439 4943
757 538 4095
757 888 5221
757 949 2414
758 276 5547
758 843 5307
759 41 1559
759 410 2320
759 627 4015
759 700 977
759 726 2518
759 208 3292
760 527 2433
761 452 5961
761 603 6036
762 52 6158
762 329 1168
762 698 3516
762 882 5645
763 184 6122
763 512 4545
763 941 3877
763 970 2854
764 704 3868
764 711 3867
764 808 3912
765 3 4794
765 448 5580
765 680 3274
765 746 5277
766 167 1624
766 617 2190
766 841 3166
768 784 1411
768 992 3130
769 48 5403
769 456 3923
769 480 4272
769 661 4465
769 867 2962
770 263 3350
770 596 5956
770 928 5641
771 23 3533
771 364 4056
771 494 1822
771 929 2210
771 947 2913
772 440 2316
772 563 2785
772 632 3829
773 195 4722
773 648 6340
773 887 6113
773 956 5913
774 96 5030
774 133 4485
774 285 4500
774 917 2668
775 393 4546
775 475 4298
775 540 3524
775 560 964
775 733 4151
775 973 2702
776 37 3376
776 122 2426
777 198 4726
777 351 2185
777 785 4249
777 945 4391
778 139 6159
778 504 5712
779 443 3254
779 511 1165
779 625 5232
779 780 6797
780 244 5908
780 279 4474
780 147 9185
781 12 2073
781 125 1053
781 258 4317
781 811 3484
782 144 6873
782 245 6511
782 619 6951
783 120 1799
783 222 4735
783 380 2721
783 426 3936
783 602 5903
784 492 5439
784 664 3322
784 856 2905
784 922 5169
785 230 4632
785 399 4585
785 716 4616
786 34 4953
786 312 4481
786 424 2952
786 543 4035
787 604 2482
787 632 2907
787 676 3841
787 860 3866
788 602 4343
788 420 7700
788 922 2782
788 934 4212
789 260 3040
789 287 4338
789 344 5427
789 687 4276
789 867 3191
790 35 1619
790 435 1615
791 376 4371
791 631 2110
791 715 4066
791 876 3814
791 925 5291
792 10 2556
792 215 4592
792 536 3844
793 58 2079
793 317 3903
793 600 2183
793 690 5213
793 705 5530
793 910 3668
794 396 2397
794 463 4626
794 491 2068
794 744 2638
795 581 7802
795 998 7729
796 344 3723
796 723 2906
796 920 2366
796 984 2716
797 78 422
797 265 2908
797 739 2408
798 49 1060
798 801 5213
798 950 4336
798 965 4413
799 245 3462
799 542 2535
799 782 5048
799 979 747
800 590 3588
800 709 1420
801 46 4621
801 652 4853
801 681 3207
801 727 3853
802 339 3910
802 671 2507
802 887 5339
803 145 2473
803 202 2525
803 896 3069
804 548 493
804 183 5647
804 817 3478
805 100 3102
805 150 3321
805 191 3135
805 474 3638
805 482 2878
805 164 4961
805 842 3036
806 685 6169
807 92 1018
807 509 3804
808 470 1839
809 311 3597
809 866 3555
810 146 1494
810 556 4763
810 628 4202
810 633 1866
810 756 2898
810 960 3917
811 258 2824
811 520 2059
811 729 4679
811 730 1651
812 233 4510
812 295 2894
812 334 2676
812 734 2996
813 38 3154
813 334 4229
813 590 3477
813 657 1646
813 734 3468
813 714 7468
814 3 4189
814 609 3422
814 744 4357
815 248 1464
815 462 2807
815 742 2500
815 848 1672
816 495 3539
816 517 6710
816 597 3402
817 42 5315
817 45 4041
817 110 3076
818 432 1887
818 26 4359
818 902 3493
819 295 6642
819 723 4106
819 796 6896
819 579 7301
820 129 3906
820 181 3795
820 345 4377
820 707 3406
820 767 5411
822 13 3341
822 252 4718
822 330 5320
822 955 5175
822 956 4593
822 971 1350
823 36 8102
823 643 5792
823 942 5585
824 205 1969
824 310 3626
824 788 3888
825 192 4305
825 688 3079
825 836 3894
826 120 3291
826 377 4892
826 467 3945
826 556 3885
826 568 5900
827 44 6206
827 305 7096
827 343 5704
827 718 4916
828 431 5004
829 471 5109
829 591 3998
829 828 2220
830 131 5335
830 361 5251
830 573 3822
830 728 3176
830 762 3430
831 648 4846
832 563 2460
833 432 2933
833 818 2500
833 224 3919
833 861 2525
833 895 2342
834 666 1878
834 761 2671
834 923 2007
835 981 2177
836 587 3949
836 719 4584
836 900 1159
836 924 1842
836 930 2425
837 212 1509
837 319 4959
837 364 4096
837 387 6494
837 682 2354
838 145 4199
838 300 2602
838 495 3645
838 557 2346
838 597 853
838 816 2621
838 964 1662
839 770 4675
839 903 2178
840 67 5489
840 92 5858
840 836 4279
841 617 1493
842 164 2841
842 482 3917
843 247 4720
843 678 4753
844 84 3644
844 204 3648
844 223 761
844 237 2490
844 319 3352
844 665 3394
844 682 5113
845 188 2713
845 318 4318
846 162 3863
846 213 1684
846 530 1448
847 252 2328
847 291 4484
847 971 3809
848 76 5890
848 130 6028
848 462 2737
848 510 11510
849 108 4686
849 138 4581
849 391 4592
849 585 3974
849 858 3173
850 231 3599
850 407 3563
850 431 2332
850 472 3263
850 537 5175
850 828 3775
851 15 2146
851 864 4020
852 147 1770
852 599 4018
852 978 4110
853 200 5166
853 554 2029
853 694 3150
853 725 5066
854 10 3867
854 116 3990
854 536 3724
854 689 4729
854 778 2954
855 52 5135
855 329 3678
856 598 2667
856 768 3227
856 958 2601
857 256 2566
857 666 4058
857 761 1045
857 834 2840
858 927 658
858 989 728
859 349 5559
859 423 4994
860 9 3539
860 571 3764
861 224 1825
861 448 4872
861 680 2348
861 746 2113
861 765 4971
861 895 4284
862 12 3659
862 18 1733
862 371 1916
862 729 1917
862 986 1840
863 297 2501
863 347 3880
863 350 4199
863 594 2752
864 233 4540
864 800 2261
864 15 5714
865 529 3148
865 578 1976
865 863 5351
865 962 1586
866 114 5014
866 171 4785
866 667 5797
866 679 3566
866 917 811
867 63 2139
867 871 5423
868 12 2438
868 125 3585
868 154 4079
868 729 4111
868 862 2212
869 259 2415
869 384 2726
869 519 5579
870 210 3343
870 369 2109
870 412 4937
870 117 1324
870 903 4590
871 48 5765
871 63 5601
871 232 3405
871 287 5153
871 456 3360
871 532 5217
872 302 2327
872 454 510
873 168 1469
873 622 4956
874 74 4958
874 204 3073
874 741 4080
874 989 5735
875 60 3727
876 478 4101
877 270 3939
877 565 3714
878 409 5751
879 82 4882
879 771 4239
879 906 4947
879 929 2064
880 278 3474
880 673 3906
880 909 4598
881 271 417
881 972 4427
882 447 2206
882 599 4560
882 830 6215
883 101 6897
883 211 5495
883 586 4760
883 621 2893
884 185 1994
884 209 3834
884 555 3788
885 335 2837
885 514 1821
886 119 4843
886 395 1752
886 702 4239
887 195 2072
887 286 4987
888 163 3216
888 318 4639
888 354 3458
888 949 3915
889 1 4964
889 37 6673
889 122 4323
889 460 1607
889 776 3300
889 959 1380
890 144 4093
890 151 3503
890 245 4183
890 383 700
890 434 2551
890 782 4609
891 178 4183
891 603 4819
891 635 2791
891 675 3398
891 240 860
892 156 2111
892 228 355
892 596 884
892 898 5120
892 954 6072
893 184 4589
893 524 4751
893 693 5568
893 869 6256
893 108 18391
893 972 5909
894 44 1356
894 251 4250
894 343 2160
894 884 5835
895 680 5102
896 964 3600
897 245 4670
897 944 4535
897 957 5791
898 168 5466
898 596 5858
899 75 3204
899 663 5933
899 877 5793
899 918 3130
900 719 4619
900 825 3757
901 99 2398
901 402 2343
901 459 3972
901 478 4247
902 107 3608
902 302 3902
902 432 2763
902 545 5043
902 985 3450
903 263 6560
903 369 2725
903 623 410
904 351 5971
904 823 3369
905 20 4064
905 119 4713
905 372 5015
905 485 2043
906 886 1877
907 397 496
907 550 2104
908 153 3109
908 591 3709
908 828 5707
908 829 4628
909 371 3708
909 405 2687
910 70 919
910 315 4203
910 317 2902
910 600 3719
910 715 5654
911 30 2092
912 163 1592
913 302 1482
913 438 2738
913 448 3560
914 182 3247
914 251 4007
914 526 2870
914 722 2970
915 11 3716
915 308 3978
915 484 4380
916 146 5193
916 960 3831
918 541 3141
918 642 5180
919 246 3952
919 267 3736
919 608 4495
919 615 1279
919 672 2513
919 264 1454
920 984 604
921 33 3036
921 411 2480
921 673 4721
921 705 6204
922 0 5274
922 281 2402
922 664 2653
923 403 5046
923 666 3874
923 761 2907
924 336 4507
924 587 3709
924 699 4206
924 825 2717
924 900 1127
924 654 5018
924 930 868
925 288 4012
925 478 5558
925 715 6024
925 876 3631
926 103 5637
926 321 3786
926 560 5320
926 733 1954
926 966 4435
926 990 3429
927 616 1487
927 741 1665
927 849 3382
927 138 5034
927 989 782
928 645 3361
929 23 5736
929 82 3526
929 494 565
930 825 1858
930 900 1965
931 173 4709
931 177 4311
931 459 5953
931 782 4790
931 901 6733
931 979 6169
932 59 3554
932 671 4668
932 802 2316
932 887 3133
933 126 1333
933 291 2065
933 468 2171
933 579 3793
934 528 1681
934 602 5004
934 628 4948
934 703 3133
935 75 4102
935 136 5403
935 270 3893
935 541 5799
935 918 3088
936 86 2545
936 128 5836
936 763 751
937 663 4852
937 737 4223
938 13 3767
938 291 5667
938 330 4734
938 356 2563
938 933 6288
938 113 3796
939 62 3505
939 732 3684
939 777 4238
939 904 6378
939 942 3877
939 983 3657
940 86 4721
940 512 1957
940 524 1669
940 893 6347
941 796 3984
941 970 4827
942 198 3800
942 284 7279
942 301 531
942 539 6052
942 904 3424
943 135 4513
943 377 1002
943 568 1483
943 601 5533
944 383 3244
944 890 2794
945 39 5391
945 127 5285
945 399 3124
946 341 5026
946 669 3542
946 753 4891
946 849 4091
947 23 5418
947 748 3611
947 879 4100
947 929 2629
948 46 3604
948 49 910
948 652 3564
948 798 305
948 801 5514
948 965 4114
948 950 4222
949 83 3701
949 163 780
950 46 4156
950 108 5993
950 138 3788
950 391 3909
951 8 4922
951 19 2934
951 395 3850
952 200 4400
952 788 4281
952 922 4404
952 824 2361
953 240 5961
953 453 2862
953 546 4216
953 891 5157
954 156 6432
954 596 5207
954 770 2459
955 646 3947
956 55 3269
956 252 5349
956 646 4422
956 648 3740
956 955 4378
956 971 3265
957 881 2447
957 271 2820
958 490 4583
958 602 5884
958 768 5709
958 784 5505
959 451 3515
960 348 2549
960 528 4569
960 633 5011
961 2 3951
961 70 5734
961 165 4374
961 221 5577
961 306 5009
961 619 5501
961 315 4040
962 99 1739
962 338 5297
962 578 416
962 982 3660
963 17 2891
963 325 1542
963 661 2683
963 789 7020
964 145 3262
964 202 1608
964 557 1442
964 597 1046
964 803 961
964 816 4279
965 49 4074
965 871 5899
966 298 4033
966 321 2436
966 560 2028
966 736 3034
966 775 2992
967 174 4641
967 558 6905
967 846 4992
968 82 2881
968 94 628
968 486 4706
968 640 2683
968 748 567
968 444 5032
969 252 4729
969 506 1171
969 612 1213
969 648 4445
969 693 4022
970 86 4436
970 126 7288
970 936 2822
971 13 4642
971 252 4654
971 646 1459
971 955 4305
972 271 4844
972 612 5602
972 706 6139
972 831 6289
972 957 2562
972 105 6084
973 350 2097
973 475 1607
974 634 4972
974 694 2629
974 824 5462
974 853 1718
975 119 2290
975 886 2788
975 951 1790
976 79 2494
976 451 4709
976 570 4332
976 694 3983
976 974 5995
977 206 4578
977 288 3812
978 372 1717
979 383 4751
979 542 3169
979 890 5446
979 293 6880
980 229 6097
980 526 4060
980 610 804
980 914 6040
981 47 3510
981 202 4529
981 218 4065
981 896 5674
982 99 1938
982 177 3649
982 402 3406
982 459 5014
982 865 4378
982 606 6205
983 732 2629
983 777 795
984 63 4701
984 81 3409
984 287 4765
984 941 5526
985 26 1920
985 54 3071
985 746 4909
985 818 2458
985 872 3363
985 913 2601
986 186 3292
986 217 3699
986 868 3451
987 39 3450
987 127 5186
987 203 3022
987 216 3136
987 835 2895
987 981 3024
987 469 5471
988 397 3952
988 436 5670
988 750 938
988 907 4310
989 121 1364
989 616 2143
989 741 2003
989 849 2606
990 59 6080
990 347 6652
990 733 4474
991 314 3312
991 492 4007
991 768 5064
991 856 5566
992 314 4134
992 784 4414
992 856 4349
993 68 2594
993 378 1705
993 409 2786
993 559 4429
993 569 4907
994 7 2216
994 268 4647
994 827 3935
995 255 5049
995 407 955
995 431 2256
995 452 1117
995 471 4441
995 850 4206
996 500 2038
996 553 2908
996 674 3941
996 851 3225
996 864 4481
997 245 2183
997 773 6515
997 799 3400
997 979 4088
998 64 7417
998 657 3770
998 696 2946
998 813 4484
999 417 6731
999 843 1857
999 247 3574
